,time(s),pressure_1(bar),main_pressure(bar),venturi_pressure_1(bar),venturi_pressure_2(bar),venturi_pressure_3(bar),venturi_pressure_4(bar),venturi_pressure_5(bar),pump_speed(rpm),water_temp(c),reserved,outlet_flowrate(lpm),inlet_flowrate(lpm),test_case,test_case_iter,nozzle_len(mm),nozzle_dia(mm),venturi_dist(mm)
301,30.1,-0.03,5.01,4.99,-0.02,0.02,0.06,0.2,736.66,28.6,0.0,701.1,-2.55,1.0,1.0,12.0,12.0,0.0
302,30.2,-0.1,4.92,5.02,0.03,0.08,0.09,0.18,756.92,28.61,0.0,700.59,-2.84,1.0,1.0,12.0,12.0,0.0
303,30.3,-0.07,5.06,5.06,0.07,0.05,0.13,0.13,764.91,28.61,0.0,701.89,-2.74,1.0,1.0,12.0,12.0,0.0
304,30.4,-0.06,4.94,5.0,-0.02,-0.01,0.04,0.16,759.87,28.62,0.0,701.76,-2.82,1.0,1.0,12.0,12.0,0.0
305,30.5,-0.1,4.87,5.06,0.06,0.09,0.09,0.19,737.57,28.58,0.0,703.73,-2.52,1.0,1.0,12.0,12.0,0.0
306,30.6,-0.07,5.11,5.13,0.07,0.06,0.1,0.12,727.85,28.61,0.0,704.77,-2.73,1.0,1.0,12.0,12.0,0.0
307,30.7,-0.06,4.91,4.98,-0.03,0.0,0.07,0.16,752.81,28.61,0.0,704.68,-2.96,1.0,1.0,12.0,12.0,0.0
308,30.8,-0.1,4.94,4.97,0.05,0.08,0.08,0.13,760.52,28.62,0.0,706.18,-2.54,1.0,1.0,12.0,12.0,0.0
309,30.9,-0.07,4.99,5.0,0.07,0.07,-0.03,0.05,762.48,28.63,0.0,706.57,-2.27,1.0,1.0,12.0,12.0,0.0
310,31.0,-0.05,4.95,5.04,-0.01,0.01,0.02,0.17,749.72,28.57,0.0,705.87,-2.75,1.0,1.0,12.0,12.0,0.0
311,31.1,-0.12,4.88,5.08,0.05,0.09,0.05,0.17,749.99,28.57,0.0,707.13,-2.83,1.0,1.0,12.0,12.0,0.0
312,31.2,-0.06,5.05,5.04,0.07,0.06,0.1,0.07,755.84,28.59,0.0,707.52,-2.96,1.0,1.0,12.0,12.0,0.0
313,31.3,-0.07,4.83,5.0,-0.02,0.01,0.07,0.18,742.53,28.59,0.0,708.21,-2.66,1.0,1.0,12.0,12.0,0.0
314,31.4,-0.12,4.89,4.83,0.04,0.07,0.09,0.11,731.7,28.59,0.0,708.92,-2.18,1.0,1.0,12.0,12.0,0.0
315,31.5,-0.04,5.01,5.11,0.06,0.07,0.07,0.12,755.29,28.62,0.0,709.45,-2.7,1.0,1.0,12.0,12.0,0.0
316,31.6,-0.08,4.97,4.98,-0.02,0.02,0.09,0.14,764.68,28.61,0.0,709.22,-3.19,1.0,1.0,12.0,12.0,0.0
317,31.7,-0.1,4.89,4.98,0.05,0.1,0.17,0.15,760.33,28.6,0.0,710.25,-2.74,1.0,1.0,12.0,12.0,0.0
318,31.8,-0.09,5.07,5.06,0.06,0.05,0.01,0.06,741.52,28.62,0.0,711.26,-2.85,1.0,1.0,12.0,12.0,0.0
319,31.9,-0.09,4.94,4.99,-0.02,0.01,0.11,0.12,734.9,28.61,0.0,712.38,-2.57,1.0,1.0,12.0,12.0,0.0
320,32.0,-0.11,4.83,5.03,0.04,0.09,0.15,0.13,750.72,28.61,0.0,712.47,-2.53,1.0,1.0,12.0,12.0,0.0
321,32.1,-0.07,5.0,5.05,0.07,0.06,-0.02,0.04,750.87,28.65,0.0,711.72,-3.22,1.0,1.0,12.0,12.0,0.0
322,32.2,-0.04,4.78,5.05,-0.01,0.02,0.03,0.13,759.25,28.59,0.0,710.52,-3.04,1.0,1.0,12.0,12.0,0.0
323,32.3,-0.13,4.95,5.05,0.03,0.09,0.05,0.1,756.54,28.58,0.0,712.95,-2.59,1.0,1.0,12.0,12.0,0.0
324,32.4,-0.08,5.13,5.03,0.06,0.05,-0.01,0.08,752.21,28.6,0.0,718.02,-2.58,1.0,1.0,12.0,12.0,0.0
325,32.5,-0.07,4.95,5.0,-0.02,0.0,0.02,0.16,740.13,28.6,0.0,719.6,-2.71,1.0,1.0,12.0,12.0,0.0
326,32.6,-0.11,4.96,5.01,0.04,0.09,0.01,0.13,730.44,28.61,0.0,720.99,-2.85,1.0,1.0,12.0,12.0,0.0
327,32.7,-0.06,4.93,5.07,0.07,0.05,-0.05,0.03,756.09,28.6,0.0,722.25,-2.89,1.0,1.0,12.0,12.0,0.0
328,32.8,-0.04,4.97,4.96,-0.01,0.03,0.07,0.13,763.46,28.6,0.0,723.92,-2.62,1.0,1.0,12.0,12.0,0.0
329,32.9,-0.08,4.98,5.01,0.05,0.08,0.12,0.09,760.4,28.59,0.0,724.86,-2.77,1.0,1.0,12.0,12.0,0.0
330,33.0,-0.1,5.11,5.12,0.07,0.06,-0.04,0.04,740.88,28.63,0.0,726.33,-2.94,1.0,1.0,12.0,12.0,0.0
331,33.1,-0.07,4.94,5.02,-0.01,0.01,0.01,0.12,735.88,28.6,0.0,728.85,-2.81,1.0,1.0,12.0,12.0,0.0
332,33.2,-0.1,4.8,4.91,0.06,0.09,0.11,0.14,750.45,28.58,0.0,727.36,-2.53,1.0,1.0,12.0,12.0,0.0
333,33.3,-0.07,5.18,5.06,0.06,0.03,0.06,0.08,748.98,28.56,0.0,731.57,-2.68,1.0,1.0,12.0,12.0,0.0
334,33.4,-0.05,4.86,5.04,-0.03,0.04,-0.04,0.13,757.93,28.56,0.0,734.69,-2.9,1.0,1.0,12.0,12.0,0.0
335,33.5,-0.11,4.9,5.07,0.05,0.09,0.08,0.13,757.44,28.57,0.0,739.53,-3.25,1.0,1.0,12.0,12.0,0.0
336,33.6,-0.05,5.12,5.17,0.04,0.02,-0.02,0.02,752.71,28.61,0.0,744.15,-2.77,1.0,1.0,12.0,12.0,0.0
337,33.7,-0.04,4.97,5.03,-0.03,0.02,0.05,0.11,739.69,28.59,0.0,747.73,-2.35,1.0,1.0,12.0,12.0,0.0
338,33.8,-0.09,5.01,5.04,0.04,0.09,0.08,0.09,729.22,28.58,0.0,751.39,-2.52,1.0,1.0,12.0,12.0,0.0
339,33.9,-0.05,5.14,5.04,0.07,0.06,0.02,0.09,755.12,28.59,0.0,752.87,-2.99,1.0,1.0,12.0,12.0,0.0
340,34.0,-0.06,4.93,4.91,-0.02,0.0,0.07,0.16,765.85,28.61,0.0,752.77,-3.11,1.0,1.0,12.0,12.0,0.0
341,34.1,-0.1,4.99,5.03,0.05,0.06,0.15,0.12,760.22,28.59,0.0,757.98,-2.79,1.0,1.0,12.0,12.0,0.0
342,34.2,-0.06,5.17,5.15,0.05,0.02,-0.07,0.04,740.26,28.58,0.0,757.5,-2.36,1.0,1.0,12.0,12.0,0.0
343,34.3,-0.07,4.89,4.99,-0.01,0.01,-0.05,0.23,735.33,28.57,0.0,760.01,-2.84,1.0,1.0,12.0,12.0,0.0
344,34.4,-0.1,4.79,5.08,0.08,0.1,0.25,0.18,750.96,28.55,0.0,763.53,-3.14,1.0,1.0,12.0,12.0,0.0
345,34.5,-0.06,5.09,5.08,0.06,0.04,-0.06,0.09,751.14,28.56,0.0,766.62,-3.02,1.0,1.0,12.0,12.0,0.0
346,34.6,-0.06,4.77,4.98,-0.01,0.04,0.03,0.18,759.18,28.59,0.0,768.91,-2.75,1.0,1.0,12.0,12.0,0.0
347,34.7,-0.1,4.93,5.06,0.06,0.08,0.04,0.12,756.03,28.58,0.0,773.68,-2.62,1.0,1.0,12.0,12.0,0.0
348,34.8,-0.06,5.08,5.08,0.05,0.03,0.04,0.07,753.21,28.59,0.0,777.04,-2.85,1.0,1.0,12.0,12.0,0.0
349,34.9,-0.06,4.89,4.98,-0.01,0.01,-0.02,0.14,756.39,28.59,0.0,777.73,-3.06,1.0,1.0,12.0,12.0,0.0
350,35.0,-0.12,4.99,5.01,0.06,0.1,0.09,0.08,740.09,28.53,0.0,777.92,-2.68,1.0,1.0,12.0,12.0,0.0
351,35.1,-0.08,5.17,5.1,0.05,0.03,0.08,0.08,761.06,28.54,0.0,780.69,-2.45,1.0,1.0,12.0,12.0,0.0
352,35.2,-0.07,4.82,4.98,-0.03,0.02,0.03,0.16,765.45,28.56,0.0,779.14,-2.84,1.0,1.0,12.0,12.0,0.0
353,35.3,-0.11,4.97,5.06,0.07,0.1,0.0,0.1,760.93,28.56,0.0,783.34,-2.88,1.0,1.0,12.0,12.0,0.0
354,35.4,-0.05,5.18,5.09,0.06,0.04,-0.02,0.09,762.94,28.57,0.0,786.36,-3.17,1.0,1.0,12.0,12.0,0.0
355,35.5,-0.08,4.95,5.01,-0.02,0.02,0.05,0.2,749.85,28.56,0.0,790.27,-2.62,1.0,1.0,12.0,12.0,0.0
356,35.6,-0.12,4.82,5.0,0.07,0.1,0.11,0.11,744.21,28.57,0.0,792.14,-2.46,1.0,1.0,12.0,12.0,0.0
357,35.7,-0.08,4.96,5.04,0.06,0.04,0.04,0.08,745.9,28.58,0.0,794.55,-2.75,1.0,1.0,12.0,12.0,0.0
358,35.8,-0.09,4.8,4.95,-0.01,0.01,0.11,0.11,737.5,28.57,0.0,796.54,-3.35,1.0,1.0,12.0,12.0,0.0
359,35.9,-0.09,4.78,5.0,0.07,0.1,0.14,0.13,756.81,28.58,0.0,798.26,-3.03,1.0,1.0,12.0,12.0,0.0
360,36.0,-0.08,5.11,5.11,0.06,0.03,-0.08,0.13,762.46,28.6,0.0,799.69,-2.77,1.0,1.0,12.0,12.0,0.0
361,36.1,-0.08,4.87,4.93,-0.02,0.02,0.05,0.17,758.45,28.61,0.0,802.89,-2.43,1.0,1.0,12.0,12.0,0.0
362,36.2,-0.13,4.95,4.99,0.07,0.1,0.16,0.16,738.1,28.59,0.0,801.25,-2.9,1.0,1.0,12.0,12.0,0.0
363,36.3,-0.09,5.14,5.09,0.05,0.03,0.02,0.13,729.87,28.58,0.0,801.57,-3.2,1.0,1.0,12.0,12.0,0.0
364,36.4,-0.06,4.8,5.0,-0.01,0.02,0.03,0.14,752.92,28.59,0.0,801.14,-3.12,1.0,1.0,12.0,12.0,0.0
365,36.5,-0.11,4.98,5.09,0.07,0.1,0.04,0.14,759.15,28.61,0.0,804.76,-2.59,1.0,1.0,12.0,12.0,0.0
366,36.6,-0.05,5.11,5.16,0.04,0.02,0.0,0.06,759.75,28.62,0.0,806.55,-2.49,1.0,1.0,12.0,12.0,0.0
367,36.7,-0.11,4.92,5.01,-0.03,0.02,0.05,0.17,747.41,28.64,0.0,806.73,-2.78,1.0,1.0,12.0,12.0,0.0
368,36.8,-0.14,4.96,4.97,0.07,0.1,0.17,0.15,744.23,28.6,0.0,806.54,-3.21,1.0,1.0,12.0,12.0,0.0
369,36.9,-0.05,4.97,5.03,0.03,0.04,0.01,0.1,745.77,28.6,0.0,806.68,-2.84,1.0,1.0,12.0,12.0,0.0
370,37.0,-0.07,4.93,4.86,-0.01,0.02,-0.05,0.13,738.06,28.56,0.0,806.02,-2.74,1.0,1.0,12.0,12.0,0.0
371,37.1,-0.09,4.81,5.08,0.06,0.1,0.12,0.1,756.52,28.58,0.0,809.6,-2.54,1.0,1.0,12.0,12.0,0.0
372,37.2,-0.1,5.17,5.12,0.04,0.03,-0.13,0.06,763.98,28.6,0.0,809.46,-2.82,1.0,1.0,12.0,12.0,0.0
373,37.3,-0.08,4.89,4.98,-0.04,0.01,0.05,0.18,759.02,28.59,0.0,808.79,-2.73,1.0,1.0,12.0,12.0,0.0
374,37.4,-0.12,4.9,5.06,0.08,0.1,0.06,0.14,738.39,28.58,0.0,808.89,-2.84,1.0,1.0,12.0,12.0,0.0
375,37.5,-0.06,5.16,5.06,0.05,0.03,0.03,0.08,730.03,28.59,0.0,809.32,-2.52,1.0,1.0,12.0,12.0,0.0
376,37.6,-0.05,4.81,4.95,-0.02,0.04,0.06,0.18,752.94,28.59,0.0,809.86,-2.86,1.0,1.0,12.0,12.0,0.0
377,37.7,-0.11,4.93,5.03,0.06,0.09,0.15,0.19,759.12,28.6,0.0,811.36,-3.2,1.0,1.0,12.0,12.0,0.0
378,37.8,-0.06,5.13,5.03,0.03,0.04,0.09,0.1,759.35,28.62,0.0,811.16,-2.6,1.0,1.0,12.0,12.0,0.0
379,37.9,-0.11,4.91,5.03,-0.03,0.02,0.15,0.16,749.0,28.61,0.0,810.67,-2.41,1.0,1.0,12.0,12.0,0.0
380,38.0,-0.11,4.93,5.03,0.06,0.11,0.02,0.13,745.43,28.59,0.0,811.34,-2.32,1.0,1.0,12.0,12.0,0.0
381,38.1,-0.03,5.03,5.03,0.04,0.03,-0.06,0.07,746.16,28.64,0.0,811.0,-2.9,1.0,1.0,12.0,12.0,0.0
382,38.2,-0.04,4.93,4.98,-0.02,0.02,0.1,0.17,737.98,28.63,0.0,811.47,-2.89,1.0,1.0,12.0,12.0,0.0
383,38.3,-0.09,4.84,5.05,0.07,0.1,0.09,0.09,755.49,28.64,0.0,812.27,-2.7,1.0,1.0,12.0,12.0,0.0
384,38.4,-0.07,5.17,4.95,0.04,0.04,0.03,0.07,761.88,28.65,0.0,812.23,-2.37,1.0,1.0,12.0,12.0,0.0
385,38.5,-0.06,4.9,5.03,-0.02,0.02,0.1,0.18,758.04,28.64,0.0,812.63,-2.83,1.0,1.0,12.0,12.0,0.0
386,38.6,-0.09,4.88,5.07,0.06,0.08,0.11,0.17,738.53,28.62,0.0,813.45,-2.99,1.0,1.0,12.0,12.0,0.0
387,38.7,-0.05,5.24,5.13,0.05,0.03,0.0,0.1,740.19,28.63,0.0,812.85,-2.82,1.0,1.0,12.0,12.0,0.0
388,38.8,-0.06,4.85,4.95,-0.01,0.02,0.07,0.15,757.85,28.66,0.0,812.18,-2.5,1.0,1.0,12.0,12.0,0.0
389,38.9,-0.08,4.94,5.06,0.05,0.11,0.08,0.13,759.79,28.66,0.0,813.38,-2.47,1.0,1.0,12.0,12.0,0.0
390,39.0,-0.03,5.13,5.07,0.04,0.03,-0.07,0.04,762.33,28.67,0.0,813.32,-2.79,1.0,1.0,12.0,12.0,0.0
391,39.1,-0.06,4.97,4.9,-0.03,0.02,0.08,0.22,755.44,28.62,0.0,814.09,-3.3,1.0,1.0,12.0,12.0,0.0
392,39.2,-0.07,4.92,5.03,0.06,0.08,0.05,0.15,758.03,28.62,0.0,813.95,-2.88,1.0,1.0,12.0,12.0,0.0
393,39.3,-0.04,5.18,5.03,0.03,0.03,0.02,0.05,751.81,28.61,0.0,812.78,-2.38,1.0,1.0,12.0,12.0,0.0
394,39.4,-0.06,4.8,4.96,-0.04,0.02,0.08,0.2,739.87,28.62,0.0,812.43,-2.63,1.0,1.0,12.0,12.0,0.0
395,39.5,-0.09,5.0,5.1,0.08,0.1,0.09,0.14,730.46,28.63,0.0,813.53,-3.11,1.0,1.0,12.0,12.0,0.0
396,39.6,-0.01,5.01,5.07,0.03,0.02,0.05,0.08,754.94,28.71,0.0,813.82,-3.0,1.0,1.0,12.0,12.0,0.0
397,39.7,-0.05,4.9,4.99,-0.01,0.03,0.01,0.12,765.12,28.7,0.0,814.06,-2.8,1.0,1.0,12.0,12.0,0.0
398,39.8,-0.08,4.84,5.03,0.06,0.1,0.1,0.1,761.14,28.7,0.0,812.3,-2.62,1.0,1.0,12.0,12.0,0.0
399,39.9,-0.05,5.2,5.08,0.03,0.02,0.05,0.08,741.35,28.69,0.0,812.03,-2.74,1.0,1.0,12.0,12.0,0.0
400,40.0,-0.08,4.86,4.99,-0.01,0.03,0.09,0.19,736.92,28.69,0.0,811.29,-3.36,1.0,1.0,12.0,12.0,0.0
401,40.1,-0.07,4.84,5.0,0.06,0.1,0.06,0.11,750.8,28.72,0.0,813.45,-3.04,1.0,1.0,12.0,12.0,0.0
402,40.2,-0.03,5.11,5.06,0.04,0.03,-0.01,0.09,749.73,28.75,0.0,813.41,-2.45,1.0,1.0,12.0,12.0,0.0
403,40.3,-0.05,4.83,4.94,0.0,0.02,0.13,0.19,757.17,28.75,0.0,811.8,-2.36,1.0,1.0,12.0,12.0,0.0
404,40.4,-0.13,4.97,5.07,0.06,0.1,0.1,0.11,756.12,28.76,0.0,809.82,-2.98,1.0,1.0,12.0,12.0,0.0
405,40.5,-0.06,5.25,5.05,0.03,0.03,-0.06,0.07,752.53,28.69,0.0,808.91,-3.31,1.0,1.0,12.0,12.0,0.0
406,40.6,-0.09,4.87,5.03,-0.03,0.03,0.09,0.13,739.29,28.73,0.0,807.63,-2.98,1.0,1.0,12.0,12.0,0.0
407,40.7,-0.12,4.95,5.05,0.07,0.1,0.1,0.13,732.71,28.74,0.0,808.89,-2.34,1.0,1.0,12.0,12.0,0.0
408,40.8,-0.04,5.02,5.03,0.05,0.05,0.01,0.06,756.28,28.78,0.0,807.22,-2.35,1.0,1.0,12.0,12.0,0.0
409,40.9,-0.07,4.92,5.02,0.0,0.03,0.06,0.18,764.05,28.74,0.0,805.56,-2.95,1.0,1.0,12.0,12.0,0.0
410,41.0,-0.08,4.83,5.07,0.08,0.1,0.17,0.13,758.82,28.73,0.0,806.2,-3.6,1.0,1.0,12.0,12.0,0.0
411,41.1,-0.05,5.12,5.02,0.04,0.04,0.07,0.1,739.65,28.78,0.0,804.88,-2.91,1.0,1.0,12.0,12.0,0.0
412,41.2,-0.08,5.0,4.96,0.0,0.04,0.04,0.17,736.59,28.82,0.0,804.88,-2.47,1.0,1.0,12.0,12.0,0.0
413,41.3,-0.08,4.87,5.05,0.07,0.11,0.17,0.15,752.27,28.83,0.0,804.56,-2.44,1.0,1.0,12.0,12.0,0.0
414,41.4,-0.04,5.12,5.09,0.04,0.02,-0.1,0.07,751.79,28.85,0.0,803.83,-2.81,1.0,1.0,12.0,12.0,0.0
415,41.5,-0.06,4.84,5.01,-0.02,0.03,0.13,0.2,758.44,28.82,0.0,802.42,-2.93,1.0,1.0,12.0,12.0,0.0
416,41.6,-0.13,4.94,5.05,0.07,0.11,0.11,0.13,755.39,28.81,0.0,801.95,-3.22,1.0,1.0,12.0,12.0,0.0
417,41.7,-0.07,5.23,5.06,0.04,0.02,0.01,0.11,752.4,28.82,0.0,801.54,-2.66,1.0,1.0,12.0,12.0,0.0
418,41.8,-0.06,4.9,5.03,-0.02,0.03,0.12,0.19,739.4,28.83,0.0,800.52,-2.67,1.0,1.0,12.0,12.0,0.0
419,41.9,-0.06,4.97,5.03,0.08,0.12,0.15,0.07,731.48,28.85,0.0,800.42,-2.77,1.0,1.0,12.0,12.0,0.0
420,42.0,-0.04,5.06,5.05,0.04,0.01,0.04,0.12,754.37,28.81,0.0,799.96,-2.78,1.0,1.0,12.0,12.0,0.0
421,42.1,-0.08,5.0,4.95,-0.02,0.03,0.06,0.18,762.99,28.8,0.0,799.14,-2.71,1.0,1.0,12.0,12.0,0.0
422,42.2,-0.11,4.96,5.04,0.05,0.08,0.31,0.14,759.04,28.79,0.0,799.89,-3.04,1.0,1.0,12.0,12.0,0.0
423,42.3,-0.07,5.16,5.12,0.04,0.02,0.03,0.11,741.46,28.8,0.0,798.83,-2.87,1.0,1.0,12.0,12.0,0.0
424,42.4,-0.08,4.94,4.98,0.0,0.03,0.08,0.2,736.45,28.81,0.0,798.72,-2.88,1.0,1.0,12.0,12.0,0.0
425,42.5,-0.08,4.89,5.02,0.06,0.08,0.2,0.16,751.48,28.82,0.0,797.91,-2.61,1.0,1.0,12.0,12.0,0.0
426,42.6,-0.03,5.22,5.07,0.04,0.03,-0.05,0.1,755.92,28.84,0.0,797.87,-2.46,1.0,1.0,12.0,12.0,0.0
427,42.7,-0.09,4.87,4.94,-0.02,0.03,0.05,0.17,763.11,28.83,0.0,796.42,-2.96,1.0,1.0,12.0,12.0,0.0
428,42.8,-0.12,4.94,5.05,0.07,0.1,0.26,0.14,766.79,28.82,0.0,796.8,-3.17,1.0,1.0,12.0,12.0,0.0
429,42.9,-0.03,5.11,5.04,0.03,0.02,-0.08,0.07,756.55,28.84,0.0,795.88,-2.84,1.0,1.0,12.0,12.0,0.0
430,43.0,-0.06,4.97,4.97,-0.01,0.03,0.06,0.17,755.19,28.83,0.0,796.27,-2.62,1.0,1.0,12.0,12.0,0.0
431,43.1,-0.1,4.89,5.04,0.08,0.1,0.08,0.11,740.26,28.83,0.0,795.59,-2.43,1.0,1.0,12.0,12.0,0.0
432,43.2,-0.07,5.12,5.03,0.03,0.02,0.06,0.1,730.97,28.89,0.0,796.44,-2.67,1.0,1.0,12.0,12.0,0.0
433,43.3,-0.09,4.78,4.97,-0.01,0.03,0.02,0.16,753.62,28.91,0.0,795.08,-3.19,1.0,1.0,12.0,12.0,0.0
434,43.4,-0.11,4.95,5.02,0.06,0.09,0.08,0.1,759.3,28.91,0.0,794.7,-3.0,1.0,1.0,12.0,12.0,0.0
435,43.5,-0.04,5.08,5.05,0.03,0.02,0.01,0.08,758.13,28.9,0.0,794.73,-2.58,1.0,1.0,12.0,12.0,0.0
436,43.6,-0.05,4.91,4.93,-0.03,0.04,0.08,0.18,748.51,28.9,0.0,794.49,-2.72,1.0,1.0,12.0,12.0,0.0
437,43.7,-0.1,4.9,5.07,0.08,0.09,0.06,0.13,744.57,28.91,0.0,794.72,-3.07,1.0,1.0,12.0,12.0,0.0
438,43.8,-0.03,5.06,5.07,0.04,0.02,0.02,0.05,746.11,28.93,0.0,794.33,-2.85,1.0,1.0,12.0,12.0,0.0
439,43.9,-0.09,4.8,4.97,0.0,0.03,0.15,0.18,739.15,28.87,0.0,793.51,-2.67,1.0,1.0,12.0,12.0,0.0
440,44.0,-0.07,4.77,5.08,0.08,0.09,0.13,0.12,755.28,28.87,0.0,793.18,-2.61,1.0,1.0,12.0,12.0,0.0
441,44.1,-0.04,5.06,5.05,0.02,0.03,0.02,0.07,761.8,28.86,0.0,793.74,-2.8,1.0,1.0,12.0,12.0,0.0
442,44.2,-0.09,4.98,4.98,-0.01,0.04,0.12,0.16,757.25,28.88,0.0,793.72,-2.96,1.0,1.0,12.0,12.0,0.0
443,44.3,-0.13,4.98,5.02,0.08,0.1,0.14,0.13,738.11,28.88,0.0,793.63,-3.01,1.0,1.0,12.0,12.0,0.0
444,44.4,-0.08,5.15,5.08,0.03,0.02,0.04,0.08,731.81,28.92,0.0,793.03,-2.38,1.0,1.0,12.0,12.0,0.0
445,44.5,-0.07,4.76,5.0,0.0,0.04,0.05,0.18,753.63,28.88,0.0,792.38,-2.7,1.0,1.0,12.0,12.0,0.0
446,44.6,-0.09,4.97,5.06,0.08,0.1,0.12,0.12,758.94,28.88,0.0,792.16,-3.15,1.0,1.0,12.0,12.0,0.0
447,44.7,-0.03,5.06,5.09,0.01,0.01,-0.02,0.1,758.12,28.88,0.0,792.33,-3.28,1.0,1.0,12.0,12.0,0.0
448,44.8,-0.12,4.91,4.9,-0.02,0.02,0.03,0.21,747.83,28.91,0.0,792.58,-2.46,1.0,1.0,12.0,12.0,0.0
449,44.9,-0.13,4.98,5.03,0.04,0.09,0.11,0.15,745.99,28.91,0.0,792.52,-2.31,1.0,1.0,12.0,12.0,0.0
450,45.0,-0.06,4.96,5.06,0.04,0.02,-0.02,0.08,746.51,28.93,0.0,792.15,-2.34,1.0,1.0,12.0,12.0,0.0
451,45.1,-0.1,4.98,4.99,-0.02,0.04,0.17,0.18,739.43,28.91,0.0,790.8,-3.43,1.0,1.0,12.0,12.0,0.0
452,45.2,-0.09,4.88,5.03,0.07,0.1,0.11,0.13,756.53,28.91,0.0,791.79,-3.39,1.0,1.0,12.0,12.0,0.0
453,45.3,-0.08,5.15,4.99,0.04,0.01,0.04,0.09,761.58,28.92,0.0,792.24,-2.64,1.0,1.0,12.0,12.0,0.0
454,45.4,-0.1,4.93,5.01,-0.01,0.04,0.01,0.18,757.24,28.93,0.0,791.15,-2.19,1.0,1.0,12.0,12.0,0.0
455,45.5,-0.11,5.07,5.02,0.07,0.11,0.06,0.09,736.85,28.94,0.0,791.1,-2.52,1.0,1.0,12.0,12.0,0.0
456,45.6,-0.03,5.16,5.02,0.02,0.0,0.01,0.11,731.2,28.94,0.0,790.36,-2.92,1.0,1.0,12.0,12.0,0.0
457,45.7,-0.06,4.9,4.97,0.0,0.04,0.04,0.15,753.78,28.92,0.0,789.96,-3.09,1.0,1.0,12.0,12.0,0.0
458,45.8,-0.09,4.95,5.06,0.05,0.1,0.15,0.11,760.49,28.95,0.0,791.43,-3.07,1.0,1.0,12.0,12.0,0.0
459,45.9,-0.04,5.16,5.03,0.02,0.01,0.0,0.11,759.46,28.95,0.0,791.51,-2.54,1.0,1.0,12.0,12.0,0.0
460,46.0,-0.12,4.98,4.97,0.0,0.04,0.03,0.19,748.51,28.96,0.0,790.42,-2.89,1.0,1.0,12.0,12.0,0.0
461,46.1,-0.14,4.93,5.0,0.1,0.11,0.07,0.11,744.94,28.9,0.0,789.67,-3.27,1.0,1.0,12.0,12.0,0.0
462,46.2,-0.03,4.93,5.04,0.03,0.02,-0.02,0.08,745.65,28.93,0.0,789.04,-2.73,1.0,1.0,12.0,12.0,0.0
463,46.3,-0.08,4.93,4.95,0.0,0.03,0.13,0.18,739.74,28.89,0.0,789.39,-2.77,1.0,1.0,12.0,12.0,0.0
464,46.4,-0.09,4.79,5.04,0.08,0.11,0.16,0.09,756.65,28.92,0.0,790.25,-2.89,1.0,1.0,12.0,12.0,0.0
465,46.5,-0.1,5.12,5.0,0.02,0.01,0.02,0.12,769.46,28.92,0.0,790.16,-2.89,1.0,1.0,12.0,12.0,0.0
466,46.6,-0.08,4.81,4.94,0.0,0.04,-0.01,0.15,759.9,28.94,0.0,789.5,-3.14,1.0,1.0,12.0,12.0,0.0
467,46.7,-0.11,4.87,5.01,0.08,0.09,0.1,0.09,755.99,28.92,0.0,789.32,-2.72,1.0,1.0,12.0,12.0,0.0
468,46.8,-0.05,5.07,5.11,0.02,0.02,0.09,0.07,741.95,28.95,0.0,788.72,-2.41,1.0,1.0,12.0,12.0,0.0
469,46.9,-0.11,4.95,4.96,0.0,0.05,-0.02,0.11,739.24,28.93,0.0,788.61,-2.89,1.0,1.0,12.0,12.0,0.0
470,47.0,-0.11,4.75,5.05,0.07,0.09,0.11,0.1,750.8,28.93,0.0,789.78,-3.24,1.0,1.0,12.0,12.0,0.0
471,47.1,-0.05,5.09,5.06,0.03,0.01,-0.08,0.08,750.51,28.94,0.0,789.08,-3.15,1.0,1.0,12.0,12.0,0.0
472,47.2,-0.09,4.87,4.96,0.01,0.05,0.07,0.17,756.47,28.96,0.0,789.75,-2.63,1.0,1.0,12.0,12.0,0.0
473,47.3,-0.08,5.02,5.0,0.09,0.09,0.0,0.1,755.5,28.95,0.0,788.33,-2.37,1.0,1.0,12.0,12.0,0.0
474,47.4,-0.03,4.95,4.99,0.02,0.01,-0.01,0.12,752.94,28.96,0.0,788.69,-2.71,1.0,1.0,12.0,12.0,0.0
475,47.5,-0.1,4.79,4.97,0.0,0.05,0.09,0.13,740.91,28.96,0.0,788.51,-3.15,1.0,1.0,12.0,12.0,0.0
476,47.6,-0.14,4.84,4.97,0.08,0.1,0.12,0.12,732.51,28.94,0.0,789.67,-3.07,1.0,1.0,12.0,12.0,0.0
477,47.7,-0.01,4.98,5.0,0.03,0.01,0.04,0.12,755.23,28.98,0.0,790.01,-2.68,1.0,1.0,12.0,12.0,0.0
478,47.8,-0.09,4.83,4.99,-0.01,0.04,0.16,0.18,764.66,28.98,0.0,789.69,-2.52,1.0,1.0,12.0,12.0,0.0
479,47.9,-0.1,4.87,5.07,0.07,0.09,0.12,0.13,759.67,28.98,0.0,788.82,-2.74,1.0,1.0,12.0,12.0,0.0
480,48.0,-0.08,5.09,4.99,0.03,0.01,0.02,0.11,740.25,28.96,0.0,789.66,-2.96,1.0,1.0,12.0,12.0,0.0
